WAA ID,BASIN,LOCATION,RIVMILE,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,Stage,TAXONOMIST,WAA Project ID,Comments,#_Grids,PercentWTSorted,TotalInd,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Hexatoma sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Microtendipes pedellus gr.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Parametriocnemus sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Polypedilum aviceps,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Rheocricotopus sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Simulium sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Tanytarsus sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Thienemanniella sp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Undetermined Empididae,1,L,WAA,470.12,early,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Atherix sp.,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Ceratopsyche morosa,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Ceratopsyche slossonae,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Hydropsyche betteni,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Hydroptila sp.,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Undetermined Ceratopogonidae,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Undetermined Turbellaria,2,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Cricotopus/Orthocladius Complex,3,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Polypedilum flavum,3,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Tvetenia bavarica gr.,3,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Maccaffertium sp.,3,L,WAA,470.12,early,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Cheumatopsyche sp.,4,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Cricotopus bicinctus,4,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Psephenus herricki,4,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Rheotanytarsus exiguus gr.,4,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Stempellinella sp.,5,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Optioservus sp.,5,L,WAA,470.12,2 adult 3 larva,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Chimarra aterrima?,8,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Stenelmis sp.,8,L,WAA,470.12,,,2.95,100,
470.12-159,,FIVM,13.0,8/10/2017,Kick,1,Baetis flavistriga,17,L,WAA,470.12,1 aggrated,,2.95,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Cricotopus bicinctus,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Eukiefferiella devonica gr.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Helicopsyche sp.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Microtendipes pedellus gr.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Parametriocnemus sp.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Stempellinella sp.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Tvetenia bavarica gr.,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Undetermined Turbellaria,1,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Serratella deficiens,1,L,WAA,470.12,Teloganopsis deficiens,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Ceratopsyche morosa,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Diphetor hageni,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Maccaffertium sp.,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Polypedilum aviceps,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Psilotreta sp.,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Stenelmis sp.,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Tricorythodes sp.,2,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Epeorus vitreus,2,L,WAA,470.12,1 aggrated,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Hemerodromia sp.,3,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Leucrocuta sp.,3,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Psephenus herricki,3,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Acentrella sp.,4,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Baetis intercalaris,4,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Ceratopsyche slossonae,4,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Cricotopus/Orthocladius Complex,4,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Polypedilum flavum,4,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Antocha sp.,6,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Cricotopus trifascia gr.,6,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Ephemerella sp.,6,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Cheumatopsyche sp.,7,L,WAA,470.12,,,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Optioservus sp.,7,L,WAA,470.12,"5 larvae, 2 adult, 1 larva aggrated",,2.27,100,
470.12-160,,GOFF,0.5,8/9/2017,Kick,1,Baetis flavistriga,14,L,WAA,470.12,,,2.27,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Stenelmis sp.,2,A,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Acentrella sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Atherix sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Baetis intercalaris,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Caenis sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Cheumatopsyche sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Eurylophella sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Isonychia sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Nigronia sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Orthocladius sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Oulimnius sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Potthastia longimana gr.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Psychomyia sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Sublettea sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Tricorythodes sp.,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Undetermined Ceratopogonidae,1,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Undetermined Gomphidae,1,L,WAA,470.12,early,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Cricotopus trifascia gr.,2,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Hydroptila sp.,2,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Stempellinella sp.,2,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Thienemannimyia gr. spp.,2,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Antocha sp.,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Baetis flavistriga,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Cricotopus sp.,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Hexatoma sp.,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Maccaffertium sp.,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Psephenus herricki,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Rheotanytarsus exiguus gr.,3,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Cricotopus bicinctus,4,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Polypedilum aviceps,4,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Potthastia gaedii gr.,5,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Rheocricotopus sp.,5,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Tanytarsus sp.,7,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Cricotopus/Orthocladius Complex,13,L,WAA,470.12,,,26.79,100,
470.12-161,,JAKS,0.1,8/8/2017,Kick,1,Polypedilum flavum,15,L,WAA,470.12,,,26.79,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Baetis intercalaris,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Baetis tricaudatus,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Cricotopus/Orthocladius Complex,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Hydroptila sp.,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Rheotanytarsus exiguus gr.,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Stempellinella sp.,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Stenacron sp.,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Tricorythodes sp.,1,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Acerpenna sp.,1,L,WAA,470.12,damaged,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Potthastia gaedii gr.,2,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Thienemannimyia gr. spp.,2,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Acentrella turbida,3,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Maccaffertium sp.,3,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Tanytarsus sp.,3,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Ceratopsyche slossonae,3,L,WAA,470.12,1 aggregated - immature,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Microtendipes pedellus gr.,4,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Cricotopus bicinctus,5,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Baetis flavistriga,26,L,WAA,470.12,,,5.1,100,
470.12-162,,MCHE,1.5,8/9/2017,Kick,1,Polypedilum aviceps,40,L,WAA,470.12,"58 on slides, reduced to 40 and repicked extra.",,5.1,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Rheotanytarsus pellucidus,1,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Undetermined Tanytarsini,1,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Undetermined Leptophlebiidae,1,L,WAA,470.12,damaged,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Undetermined Empididae,1,L,WAA,470.12,early,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Maccaffertium sp.,2,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Simulium sp.,2,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Sweltsa sp.,2,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Baetis tricaudatus,3,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Tvetenia bavarica gr.,3,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Acentrella sp.,4,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Cricotopus bicinctus,4,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Eukiefferiella claripennis gr.,4,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Acroneuria sp.,5,L,WAA,470.12,early,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Cricotopus/Orthocladius Complex,6,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Dolophilodes sp.,7,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Polypedilum aviceps,21,L,WAA,470.12,,,14.09,100,
470.12-163,,NEWT_T30,0.4,8/8/2017,Kick,1,Baetis flavistriga,32,L,WAA,470.12,,,14.09,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Agnetina capitata,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Antocha sp.,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Atherix sp.,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Baetis intercalaris,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Cricotopus bicinctus,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Diphetor hageni,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Diura sp.,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Lumbriculus sp.,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Undetermined Hydrophilidae,1,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Ceratopsyche sp.,1,L,WAA,470.12,"early, unique",,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Ceratopsyche slossonae,2,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Hemerodromia sp.,2,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Simulium sp.,2,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Tvetenia bavarica gr.,2,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Paraleptophlebia sp.,2,L,WAA,470.12,1 aggrated,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Cheumatopsyche sp.,3,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Polypedilum aviceps,3,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Maccaffertium sp.,4,L,WAA,470.12,early,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Psephenus herricki,5,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Baetis tricaudatus,8,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Acentrella sp.,17,L,WAA,470.12,,,8.04,100,
470.12-164,,POSC_T5,0.9,8/8/2017,Kick,1,Baetis flavistriga,39,L,WAA,470.12,,,8.04,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Ceratopsyche morosa,1,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Isonychia sp.,1,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Leuctra sp.,1,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Physella sp.,1,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Psephenus herricki,1,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Undetermined Heptageniidae,1,L,WAA,470.12,"unique, immature",,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Antocha sp.,2,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Polypedilum aviceps,2,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Ceratopsyche slossonae,2,L,WAA,470.12,1 aggregated - immature,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Cricotopus bicinctus,3,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Maccaffertium vicarium,3,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Tanytarsus sp.,3,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Undetermined Ceratopogonidae,3,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Baetis flavistriga,4,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Thienemannimyia gr. spp.,4,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Cardiocladius obscurus,5,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Cricotopus/Orthocladius Complex,5,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Optioservus sp.,18,L,WAA,470.12,,,5.31,100,
470.12-165,,SAMO,1.2,8/9/2017,Kick,1,Ephemerella sp.,40,L,WAA,470.12,immature,,5.31,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Oulimnius sp.,1,A,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Atrichopogon sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Cricotopus trifascia gr.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Ephemerella sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Eukiefferiella sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Leuctra sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Microtendipes pedellus gr.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Microtendipes rydalensis gr.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Nigronia serricornis,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Sweltsa sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Thienemanniella sp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Centroptilum sp.,1,L,WAA,470.12,Anafroptilum sp.,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Undetermined Hydroptilidae,1,L,WAA,470.12,immature,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Undetermined Rhyacophilidae,1,L,WAA,470.12,immature,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Cricotopus/Orthocladius Complex,2,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Diphetor hageni,2,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Optioservus sp.,2,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Baetis sp.,2,L,WAA,470.12,"unique, immature",,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Dolophilodes sp.,3,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Simulium sp.,3,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Sublettea sp.,3,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Ceratopsyche sp.,3,L,WAA,470.12,1 aggregated - immature,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Tvetenia bavarica gr.,4,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Paraleptophlebia sp.,4,L,WAA,470.12,Neoleptophlebia sp.,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Acroneuria carolinensis,6,L,WAA,470.12,5 aggregated - immature,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Acentrella turbida,7,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Polypedilum aviceps,7,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Cheumatopsyche sp.,7,L,WAA,470.12,3 aggregated - immature,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Baetis flavistriga,14,L,WAA,470.12,,,17.98,100,
470.12-166,,STEO,55.4,8/9/2017,Kick,1,Maccaffertium sp.,16,L,WAA,470.12,immature,,17.98,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Caenis sp.,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Ceratopsyche slossonae,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Dineutus sp.,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Helicopsyche borealis,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Hydroptila sp.,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Ceratopsyche morosa,2,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Cricotopus bicinctus,2,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Cricotopus trifascia gr.,2,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Psephenus herricki,2,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Tanytarsus sp.,2,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Polypedilum flavum,3,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Stenelmis sp.,3,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Chimarra obscura,3,L,WAA,470.12,1 aggraged,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Ceratopsyche sparna,4,L,WAA,470.12,,,1.41,100,
470.12-167,,STEO,9.7,8/9/2017,Kick,1,Tvetenia vitracies,4,L,WAA,470.12,,,1.41,100,
